(2975, 6397, 15671, 8969, False)
(8123, 0, 10186, 18731, False)
(16523, 11889, 6574, 7391, False)
(9722, 6766, 10077, 9470, False)
(17990, 18791, 18904, 15779, False)
(8428, 9199, 7990, 16216, False)
(12754, 13105, 11629, 12794, False)
(19959, 13346, 19795, 14978, False)
(18146, 14693, 19004, 15804, False)
(15557, 19050, 15255, 16661, False)
(15907, 18904, 21314, 19100, False)
(18000, 14801, 18559, 17050, False)
(16016, 13737, 17226, 21150, False)
(15300, 18539, 6547, 13849, False)
(19066, 21474, 17846, 26815, False)
(10824, 13365, 20347, 20420, False)
(19971, 18625, 18917, 17708, False)
(12359, 12902, 11554, 13552, False)
(8702, 8824, 9927, 7940, False)
(18667, 11239, 3060, 19130, False)
(6415, 13653, 18473, 9122, False)
(4765, 3721, 0, 2141, False)
(8353, 0, 8946, 17886, False)
(12639, 13856, 13128, 7849, False)
(2263, 7015, 2164, 1684, False)
(1186, 5485, 12826, 8021, False)
(19696, 20785, 13338, 18975, False)
(6168, 4128, 0, 0, False)
(0, 4273, 4332, 2994, False)
(12746, 12562, 11958, 12124, False)
(11736, 12720, 16157, 6859, False)
(19256, 18564, 20554, 13591, False)
(13234, 20395, 19281, 10160, False)
(15583, 17296, 16683, 13462, False)
(19078, 21807, 19074, 18764, False)
(12637, 15110, 14931, 12664, False)
(19759, 17964, 20508, 17427, False)
(20315, 17476, 12699, 18197, False)
(2503, 9408, 2590, 1229, False)
(19669, 11030, 23068, 22177, False)
(0, 1687, 2379, 5284, False)
(12952, 12047, 4976, 10246, False)
(1335, 5480, 17738, 5440, False)
(11081, 8690, 9572, 10354, False)
(2114, 7792, 2393, 1647, False)
(12762, 14536, 16732, 12572, False)
(14871, 17019, 19697, 18120, False)
(9862, 14727, 17332, 16310, False)
(18226, 17663, 17005, 16566, False)
(16005, 15660, 20656, 18731, False)
(8148, 7991, 10440, 11406, False)
(20351, 20549, 19950, 19924, False)
(14014, 15319, 15281, 12799, False)
(16903, 18866, 20276, 19689, False)
(17792, 14207, 15118, 14698, False)
(11058, 10157, 10230, 9479, False)
(17535, 12879, 12778, 19229, False)
(2311, 2446, 1522, 1709, False)
(16330, 15186, 11692, 14904, False)
